,image_id,color_os_mean,color_os_std,color_endo_mean,color_endo_std,color_zone_mean,color_zone_std,norm_os_mean,norm_os_std,norm_endo_mean,norm_endo_std,norm_zone_mean,norm_zone_std,norm_sqr_os_mean,norm_sqr_os_std,norm_sqr_endo_mean,norm_sqr_endo_std,norm_sqr_zone_mean,norm_sqr_zone_std
0,48,167.23997833152762,14.686995921118886,194.87121538859657,11.01238187324343,179.52374648800517,25.488521259250774,0.6937581957782482,0.24625570617976428,1.157048975639145,0.18464374127164607,0.8997191709271702,0.42736403250097477,0.5419423070355845,0.3596456276511281,1.3728556432183863,0.44335982060248413,0.9921346028093684,0.6431336060548074
1,0,161.3905109489051,18.487045704033374,192.5519801980198,12.890044168003197,210.74132606721162,17.67090235063014,0.23663157585219927,0.23386812412108704,0.6308359541405819,0.16306393664354754,0.8609380626937861,0.223543601851276,0.11068880217021132,0.1342823131627142,0.42454384847014937,0.18373410161202142,0.7911860897235716,0.320855954299236
2,7,153.23295454545453,11.976883241467794,211.02200347423278,25.12447487826362,189.7451846399215,54.52867357633499,0.982849386302566,0.15192675703733471,1.715903438764479,0.31870394939683716,1.4460070040747104,0.6916961929892467,0.989074655659212,0.32099762258787773,3.045896818524906,1.0897279919865344,2.569379879228937,1.7750575165456763
3,10,124.87101910828025,13.66702250151655,159.59202621518295,19.03749273816618,175.79185080431324,22.115662784335555,0.46842322116936735,0.1972691822781885,0.9695846613509308,0.274786305844471,1.2034121939677247,0.31921647253613084,0.2583354444073912,0.1984707806904796,1.0156019294066503,0.5115156730878738,1.5501000649286234,0.6947520153185104
4,13,158.24090571640684,20.184069921982065,215.80820223208283,17.30572067905794,237.80080266391357,9.504033467952699,-3.68337068989434,1.0453380787794613,-0.7019458646321931,0.896267644556592,0.4370564659996817,0.49221629356453245,14.659951338119038,7.990374211620874,1.296023687553259,1.868514618007817,0.43329523412253684,0.47972278129719764
5,14,230.74203187250995,22.281479505168033,241.14081561519694,20.28743531206238,207.31065024843377,48.6585292655213,1.7551204513155676,0.25614394644570776,1.874663029512384,0.2332207671796827,1.4857574335467416,0.5593698439739493,3.146057519926944,0.8403262459160934,3.5687534004644292,0.7687491284164497,2.520369773686842,1.3255165562050968
6,34,220.7731092436975,6.175904621642795,219.7570093457944,6.670305874852151,220.14928348440966,17.64905997090172,1.3938518248073077,0.08148883335290574,1.3804447532408262,0.08801227951997562,1.3856206689760293,0.23287297892590947,1.949463339479879,0.22505287300976232,1.9133738780964273,0.24557105916566346,1.9741744626074063,0.5535513016628604
7,55,232.11653386454182,16.47953474090642,236.22573579739904,27.144399935663092,229.92181667357943,41.0611766147381,1.9741008857458158,0.29357240157217446,2.0473036975326955,0.4835601734900608,1.935003398671546,0.7314786745918076,3.983259062067269,1.134181620123497,4.425282871316783,1.4514754359082962,4.279299204253021,1.8756923636367147
8,57,134.30495928941525,18.05277149573159,174.08420074349442,13.180875361316374,196.1112463650504,27.303057001040166,-0.18453773785737346,0.26865028033579363,0.4074325516192514,0.19614970818890862,0.7352255435484674,0.4063073594593428,0.1062271498180172,0.13717050833632122,0.20447599214156809,0.15521430578167233,0.7056422702369629,0.442161720632892
9,81,147.11910766246362,18.81418077498464,191.39122198936,20.265564598646286,209.60428477107666,17.257532215742877,-2.3925071739283497,0.8170806521013109,-0.4698144733128055,0.8801127689534846,0.32116023839155367,0.749476995312334,6.39171136933692,4.107723022241875,0.9953241254091585,1.8400165020258379,0.664859665226124,0.6582819776206589
10,102,171.2581818181818,10.795061007181031,200.4780023781213,19.54353787886994,220.23316749585408,33.52808571568044,0.7869711492541174,0.12248798381139633,1.1185187806511903,0.22175405490825945,1.34267409978488,0.3804320899749876,0.6343268959365272,0.18602659613877098,1.300259123537681,0.5025450954947932,1.9475023133158758,0.7760831057758941
11,104,145.94634473507713,17.499558441853033,183.54803318169655,16.64838588233079,189.61836405762062,28.38719275822377,-0.10080726911124745,0.28962839724552064,0.5215236768212714,0.2755409706962773,0.6219913662310229,0.469825405491397,0.09404671399667656,0.14519056657614712,0.3479097720174247,0.2821771600857371,0.6076091713110904,0.4160924493643372
12,129,185.59071610529296,15.18867261096442,215.26280378964714,13.297631123037027,198.67542390940363,29.938215254363122,-0.211447104207458,0.40003290781056344,0.570043933305169,0.35022744787458965,0.1331724583309703,0.7885001941654861,0.20473620520909436,0.2619189791270362,0.4476093511427765,0.32525606484482394,0.6394674598569234,0.9475775995603121
13,138,182.72592592592594,14.328128062391501,197.74740295243302,18.400208894207637,184.1095260009204,43.16074809554868,1.3336993074365415,0.2518751052070821,1.5977628396678227,0.32345848186725973,1.3580217041192237,0.7587256283615461,1.842194911279789,0.6807094341736617,2.657471481315257,0.8764003208754956,2.4198875279915035,1.4924469924837815
14,142,144.23908523908523,19.62970643262369,186.13346883468836,18.5230521184524,218.97535908865774,18.035772757235346,0.5839893411627193,0.23836164427841208,1.0927088268134155,0.2249236469818621,1.4915047532332377,0.21900666039007086,0.39785982405477527,0.2975164949777294,1.2446032271675724,0.4599857998494092,2.2725503462125527,0.565007020236146
15,148,142.06842328941775,15.931803023441262,168.73782996229002,17.74151388314543,201.85349752317035,15.190123519590687,-2.757647874439612,0.7958271885271508,-1.4254547195951244,0.8862260657544401,0.228742772829222,0.7587787318352652,8.23796271340034,4.3922234744072055,2.817317797238607,3.4113600111766633,0.6280684200071344,0.7708352250962907
16,160,193.07898259705487,15.694214011841954,221.4283944883109,14.972109243079014,197.91262359163025,39.0133354859834,0.6781181932895395,0.29136515461369483,1.2044287668977864,0.27795918427079336,0.7678553763475048,0.724287722678722,0.5447379373933315,0.4049056882615047,1.5279099626514066,0.6033974210306485,1.1141945842088978,0.83580834041401
17,176,201.6586345381526,5.7853102771574685,207.99906405990018,9.356939017449156,208.98829469818682,21.212870209542082,0.8639358947875385,0.09271319616626447,0.9655452221816405,0.14995076859849552,0.9813982585491581,0.33994944138987476,0.7549809670457092,0.15921501070109226,0.9547628090810732,0.27606900356048225,1.078708164584608,0.5628719651091251
18,191,205.60964762230586,12.687291476685882,216.23639283299528,22.945782676432128,214.9075935828877,40.152264553255414,0.5500762288566267,0.1562816564483484,0.6809761413582753,0.28264542765225015,0.6646080340852816,0.49459432898393557,0.3270078136953675,0.1655841112228463,0.5436169428719294,0.2593353965670246,0.6863273892337723,0.3143605680761293
19,201,171.47583479789103,19.53215625111705,199.75654853620955,13.482222196660496,194.59841426626446,18.526201965387415,-0.007977182383356676,0.4652483323177984,0.6656583719480937,0.3211412663451107,0.542793628490699,0.4412868941741275,0.21651964616326988,0.23304928472009984,0.546232781094328,0.4366726689780519,0.48935904609994657,0.39584620069224863
20,205,202.91817572099262,13.26174656004674,221.8586762075134,11.736140402702393,213.6356963916846,32.38921412100873,0.8154668471603161,0.21745593690936005,1.1260386304604828,0.192440218595193,0.9912045215486995,0.5310934627314282,0.712273263314714,0.3370894571620764,1.3049962350222857,0.4177044218333358,1.2645466696946455,0.7722883272032788
21,208,145.65825242718446,17.666151740951925,174.65117891816922,17.479283219954517,215.77545556611108,33.72683710242853,0.5712245919617714,0.22791073007952292,0.9452618548923694,0.22549994239503396,1.4758054646304153,0.4351093650729299,0.3782408353472734,0.2783178360687393,0.9443701983347261,0.42764126331455643,2.3673219290071645,0.9451718769866343
22,215,162.72690763052208,24.71337131519195,212.67172387635122,18.629502519519402,215.07017774851877,22.827831422633565,0.3792966468094016,0.3346451096370391,1.0556021291825355,0.2522631102659676,1.0880797239539737,0.3091129110542287,0.2558532956848419,0.3037503861686564,1.177932531935762,0.48399969881699234,1.279468277460175,0.48972754367813737
23,239,200.49028400597908,17.455524814685806,220.3153982300885,12.664157213915102,210.83852886977888,33.9685270239932,1.3062383266319457,0.18967756525974197,1.5216646421937468,0.13761296391278122,1.4186858131048699,0.36911336495308655,1.7422361447250891,0.5042622903305373,2.334400611139484,0.4214915258607407,2.1489141124920157,0.8476733497219664
24,254,146.47138964577655,22.815421525292635,196.8044164037855,23.158136507263887,193.66946990210374,25.622395631446647,0.5142707054713798,0.3352833773024969,1.2539382668431494,0.34031973556044554,1.207868749802612,0.3765331853443365,0.37688930160139916,0.4277219157419965,1.6881786994655326,0.7760106001772481,1.6007241564152772,0.8019568791601647
25,262,154.26067746686303,26.962824461253554,195.3331395348837,12.704570479695615,207.8685948158254,16.952892884470582,0.001430266079003388,0.431554702683934,0.6588174096897642,0.2033435756691947,0.8594542044198002,0.2713402914781333,0.1862415070696754,0.22158684388011363,0.47538898907626415,0.26446000194172187,0.8122870832743104,0.43078156552382857
